query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,proposed_by_mu,proposed_by_ca,utility,cost_acquisition,predicted_runtime_mean,predicted_runtime_sd,affordable_repetitions,projected_gain,score,runtime
1,0,8948,1278,4jb0_FER_A_401,2,diffdock,False,False,,,,,0,,0,23.46996
2,0,2243,320,1p5g_G6P_X_658,3,diffdock_l,False,False,,,,,0,,1.3246956e-05,19.524774
3,0,9855,1407,4q40_VAL_D_403,6,smina,False,False,,,,,0,,0.00063821345,0.98148945
4,0,15402,2200,6gl4_GLU_A_301,2,diffdock,False,False,,,,,0,,0,21.67527
5,0,1179,168,1hkn_N2M_D_5139,3,diffdock_l,False,False,,,,,0,,0,20.48193
6,0,8699,1242,4i4v_NGA_D_202,5,autodock,False,False,,,,,0,,0.00053691905,9.4413436
7,0,646,92,1fuq_CIT_B_1002,2,diffdock,False,False,,,,,0,,0,24.00909
8,0,17286,2469,6u6c_P1T_D_505,3,diffdock_l,False,False,,,,,0,,0,18.156978
9,0,12083,1726,5g4r_LF1_D_1739,1,unimol,False,False,,,,,0,,0.9944272,23.76
10,0,4373,624,2fr6_CTN_D_1004,5,autodock,False,False,,,,,0,,0,717.44093
11,0,1680,240,1kya_XYD_D_814,0,surfdock,False,False,,,,,0,,0.015163434,2.0970058
12,0,10136,1448,4u8p_UDP_A_603,0,surfdock,False,False,,,,,0,,0.89250141,1.9156895
13,0,17662,2523,6zi7_RAM_D_503,1,unimol,False,False,,,,,0,,0,26.98
14,0,4528,646,2gzm_DGL_C_503,6,smina,False,False,,,,,0,,0.99347535,1.6097062
15,0,8330,1190,4fxr_BMP_B_301,0,surfdock,False,False,,,,,0,,0.99338946,3.873482
16,0,3046,435,1v3v_5OP_A_1360,1,unimol,False,False,,,,,0,,0.98622764,20.61
17,0,14416,2059,5ybp_8SX_B_303,3,diffdock_l,False,False,,,,,0,,0,42.026549
18,0,2190,312,1om5_INE_A_790,6,smina,False,False,,,,,0,,2.8345976e-05,0.8530172
19,0,7879,1125,4d06_NAR_D_302,4,gnina,False,False,,,,,0,,5.4518072e-07,5.2473687
20,0,7632,1090,4cjv_IV2_A_1212,2,diffdock,False,False,,,,,0,,1.467248e-17,19.252405
21,0,1710,244,1lc8_33P_A_800,2,diffdock,False,False,,,,,0,,0,29.737561
22,0,551,78,1f5f_DHT_A_253,5,autodock,False,False,,,,,0,,0,514.77285
23,0,17735,2533,7c7g_FJR_B_402,4,gnina,False,False,,,,,0,,0.0037554411,3.4803722
24,0,5812,830,2xul_AKG_A_201,2,diffdock,False,False,,,,,0,,6.117656e-87,22.325806
25,0,5479,782,2v32_BEZ_B_1220,5,autodock,False,False,,,,,0,,0.99409631,12.10005
26,0,17627,2518,6zac_QDE_A_4000,1,unimol,False,False,,,,,0,,0.9478002,23.68
27,0,640,91,1fuq_CIT_A_1001,3,diffdock_l,False,False,,,,,0,,0,37.174411
28,0,13704,1957,5ud0_13P_B_405,5,autodock,False,False,,,,,0,,0.74190483,10.876546
29,0,6906,986,3wlf_FEH_A_401,4,gnina,False,False,,,,,0,,0.95949053,3.0476078
30,0,17457,2493,6vv9_RQ1_B_304,6,smina,False,False,,,,,0,,7.5524823e-10,6.8858042
31,0,9823,1403,4pxd_1AL_B_502,2,diffdock,False,False,,,,,0,,0,28.893435
32,0,5549,792,2vkg_CF4_A_1064,5,autodock,False,False,,,,,0,,0,5.6368815
33,0,7373,1053,4aw0_MJF_A_600,2,diffdock,False,False,,,,,0,,0,23.894527
34,0,15792,2256,6jz6_CKX_B_701,0,surfdock,False,False,,,,,0,,0.85205996,2.9694935
35,0,13678,1954,5u8z_83D_D_602,0,surfdock,False,False,,,,,0,,0,3.5406719
36,0,13736,1962,5uda_CAE_B_502,2,diffdock,False,False,,,,,0,,1.0874462e-54,24.747385
37,0,17718,2531,7bzm_GIM_A_501,1,unimol,False,False,,,,,0,,0.84724148,19
38,0,15250,2178,6fld_NAG_A_602,4,gnina,False,False,,,,,0,,2.2550837e-08,2.0782875
39,0,16515,2359,6pmv_M16_A_803,2,diffdock,False,False,,,,,0,,0,40.461775
40,0,2901,414,1tt6_DES_B_128,3,diffdock_l,False,False,,,,,0,,0.051962914,45.935652
41,0,9851,1407,4q40_VAL_D_403,2,diffdock,False,False,,,,,0,,0.99570508,26.812072
42,0,7381,1054,4b1f_DGL_B_1256,3,diffdock_l,False,False,,,,,0,,1.7780619e-23,56.523494
43,0,13734,1962,5uda_CAE_B_502,0,surfdock,False,False,,,,,0,,0.50867144,2.2577718
44,0,10544,1506,4xti_IMP_A_601,2,diffdock,False,False,,,,,0,,0,35.566447
45,0,6319,902,3roe_THM_B_265,5,autodock,False,False,,,,,0,,0,482.17336
46,0,3427,489,1y5x_E89_D_1500,4,gnina,False,False,,,,,0,,0.93575804,4.3976203
47,0,5585,797,2vp5_DCZ_A_1210,6,smina,False,False,,,,,0,,0,2.2148211
48,0,6329,904,3roe_THM_F_265,1,unimol,False,False,,,,,0,,0,26.12
49,0,8978,1282,4jm8_26D_A_302,4,gnina,False,False,,,,,0,,0.28426601,1.4039109
50,0,2936,419,1u18_HSM_B_402,3,diffdock_l,False,False,,,,,0,,1.8079474e-07,13.8051
51,0,174,24,1axg_ETF_C_404,6,smina,False,False,,,,,0,,0.93178758,0.53518158
52,0,7727,1103,4clr_FDB_A_1270,6,smina,False,False,,,,,0,,0,0.74761011
53,0,17784,2540,7joc_ARZ_A_302,4,gnina,False,False,,,,,0,,0.96316359,3.0039637
54,0,7729,1104,4clr_FDB_B_1270,1,unimol,False,False,,,,,0,,0.99065635,16.92
55,0,1158,165,1h8p_PC_B_1111,3,diffdock_l,False,False,,,,,0,,2.601411e-47,10.548914
56,0,5618,802,2w0b_CMW_A_1450,4,gnina,False,False,,,,,0,,0,4.9777995
57,0,9228,1318,4lcq_URQ_A_603,2,diffdock,False,False,,,,,0,,0,30.149476
58,0,11428,1632,5did_5CK_B_601,4,gnina,False,False,,,,,0,,0.21551187,2.9601017
59,0,5118,731,2q6m_P34_A_1002,1,unimol,False,False,,,,,0,,0,20.68
60,0,1695,242,1l4n_NIO_A_991,1,unimol,False,False,,,,,0,,0.99500638,18.64
61,0,353,50,1d7a_AIR_C_400,3,diffdock_l,False,False,,,,,0,,0,47.180455
62,0,7212,1030,4a78_JZ3_A_1296,2,diffdock,False,False,,,,,0,,0.99271648,14.066486
63,0,14774,2110,6b9p_D0J_B_1001,4,gnina,False,False,,,,,0,,1.8128942e-08,17.212237
64,0,10073,1439,4tq4_DMA_A_403,0,surfdock,False,False,,,,,0,,0.95627539,2.8681384
65,0,16259,2322,6nig_NAG_A_605,5,autodock,False,False,,,,,0,,1.0605906e-08,6.1617433
66,0,12817,1831,5joy_6LW_B_602,0,surfdock,False,False,,,,,0,,0.0075773133,2.4667985
67,0,2332,333,1pl6_572_B_407,1,unimol,False,False,,,,,0,,0.94468091,29.62
68,0,5005,715,2pir_NK_A_933,0,surfdock,False,False,,,,,0,,0.021549995,2.2585213
69,0,8211,1173,4ejh_0QA_E_502,0,surfdock,False,False,,,,,0,,0.72563523,3.0545412
70,0,10713,1530,4za7_4LV_A_606,3,diffdock_l,False,False,,,,,0,,0,23.621263
71,0,6099,871,2zut_A2G_C_4003,2,diffdock,False,False,,,,,0,,0,30.149476
72,0,9326,1332,4m2c_DAR_D_402,2,diffdock,False,False,,,,,0,,0,36.139202
73,0,8431,1204,4gt9_MEF_A_304,3,diffdock_l,False,False,,,,,0,,2.0183075e-175,13.465806
74,0,11784,1683,5faj_DCS_A_401,3,diffdock_l,False,False,,,,,0,,0,28.001163
75,0,9881,1411,4qpe_37E_A_901,4,gnina,False,False,,,,,0,,0.63849856,3.3490291
76,0,12841,1834,5jtu_6NE_A_902,3,diffdock_l,False,False,,,,,0,,1.6529714e-39,42.450556
77,0,16296,2328,6nnn_G1P_A_503,0,surfdock,False,False,,,,,0,,0,3.0251333
78,0,8675,1239,4i4v_NGA_B_201,2,diffdock,False,False,,,,,0,,0,22.862519
79,0,1932,276,1mmy_G6D_A_348,0,surfdock,False,False,,,,,0,,0.060535724,2.3685495
80,0,1107,158,1h7q_TYD_A_1258,1,unimol,False,False,,,,,0,,0,19.81
81,0,7775,1110,4cme_KTZ_D_1270,5,autodock,False,False,,,,,0,,0,10.963824
82,0,8316,1188,4fra_GAL_A_402,0,surfdock,False,False,,,,,0,,0.9772443,2.4807137
83,0,8517,1216,4hez_1MZ_A_307,5,autodock,False,False,,,,,0,,0,1.8190183
84,0,1377,196,1j0y_BGC_D_4601,5,autodock,False,False,,,,,0,,0.9954937,21.26445
85,0,16157,2308,6nba_P1T_D_501,1,unimol,False,False,,,,,0,,0.98758176,20.46
86,0,5423,774,2tmk_ATM_A_217,5,autodock,False,False,,,,,0,,0,25.154714
87,0,8217,1173,4ejh_0QA_E_502,6,smina,False,False,,,,,0,,0,2.1976671
88,0,16402,2343,6ofr_BOG_A_805,1,unimol,False,False,,,,,0,,0.15842019,22.72
89,0,7647,1092,4cjw_CBJ_A_1216,3,diffdock_l,False,False,,,,,0,,4.1082125e-37,16.016004
90,0,11184,1597,5bwd_FUM_A_901,5,autodock,False,False,,,,,0,,0,8.3128254
91,0,13042,1863,5lwy_OLB_A_404,1,unimol,False,False,,,,,0,,0,31.53
92,0,13482,1926,5tch_MLI_C_301,0,surfdock,False,False,,,,,0,,0.99645158,2.2680171
93,0,1197,171,1hot_16G_A_269,0,surfdock,False,False,,,,,0,,0.00032804334,2.9092965
94,0,2542,363,1rf2_BV4_E_105,1,unimol,False,False,,,,,0,,0.92698486,22.41
95,0,9303,1329,4lz3_BTM_A_409,0,surfdock,False,False,,,,,0,,0.98642741,3.0659308
96,0,15967,2281,6lx5_C5F_A_502,0,surfdock,False,False,,,,,0,,0,3.455891
97,0,9863,1409,4qck_ASD_A_404,0,surfdock,False,False,,,,,0,,0.97764501,2.5859804
98,0,215,30,1bqp_MAN_B_401,5,autodock,False,False,,,,,0,,0.99240612,26.866589
99,0,1444,206,1jho_RMB_A_990,2,diffdock,False,False,,,,,0,,0,25.830938
100,0,11485,1640,5dnx_5LD_B_201,5,autodock,False,False,,,,,0,,0,13.620499
101,0,6959,994,3wug_XYP_B_2,1,unimol,False,False,,,,,0,,0,23.14
102,0,17590,2512,6y4f_GLU_A_202,6,smina,False,False,,,,,0,,0.0011851029,1.1393703
103,0,13365,1909,5ooa_URI_A_201,2,diffdock,False,False,,,,,0,,0,10.575054
104,0,8874,1267,4itu_1HS_C_302,5,autodock,False,False,,,,,0,,3.4230233e-06,9.1390034
105,0,16477,2353,6p9t_O5D_A_307,6,smina,False,False,,,,,0,,2.0627904e-09,7.8995774
106,0,3146,449,1w3t_3GR_B_1297,3,diffdock_l,False,False,,,,,0,,4.3901092e-34,25.035712
107,0,14342,2048,5y8k_SER_B_301,6,smina,False,False,,,,,0,,1.988193e-05,0.73400011
108,0,2225,317,1p1w_AMQ_A_428,6,smina,False,False,,,,,0,,0,1.3712292
109,0,2324,332,1pl6_572_A_405,0,surfdock,False,False,,,,,0,,0.66601137,3.1068296
110,0,12832,1833,5jtt_6MY_A_902,1,unimol,False,False,,,,,0,,0,21.59
111,0,5890,841,2y00_Y00_B_601,3,diffdock_l,False,False,,,,,0,,1.206886e-47,29.761461
112,0,11135,1590,5b4o_6DQ_B_201,5,autodock,False,False,,,,,0,,0,7.5404999
113,0,6184,883,3qhd_CTN_A_165,3,diffdock_l,False,False,,,,,0,,0.98624749,25.139485
114,0,11848,1692,5fe4_5WY_B_904,4,gnina,False,False,,,,,0,,0.0041152133,1.8882244
115,0,7857,1122,4cxr_2BG_A_502,3,diffdock_l,False,False,,,,,0,,2.1022996e-37,29.943795
116,0,7245,1035,4a8p_PAO_C_1340,0,surfdock,False,False,,,,,0,,0,3.2840949
117,0,9954,1422,4r2n_PLP_B_401,0,surfdock,False,False,,,,,0,,0.9848017,4.4674227
118,0,10625,1517,4yu7_DHC_A_203,6,smina,False,False,,,,,0,,0,1.3449761
119,0,13528,1932,5tde_2HP_B_901,4,gnina,False,False,,,,,0,,0.96861979,1.7079263
120,0,14998,2142,6dl7_ONC_D_301,4,gnina,False,False,,,,,0,,0.97724254,8.3159177
121,0,11660,1665,5eo7_SFU_C_401,5,autodock,False,False,,,,,0,,0.92278691,9.1663644
122,0,10293,1470,4uy7_HIS_B_800,3,diffdock_l,False,False,,,,,0,,0,22.894752
123,0,8105,1157,4dwv_PFB_A_378,6,smina,False,False,,,,,0,,0.98385887,0.95186132
124,0,13900,1985,5ved_STU_A_601,5,autodock,False,False,,,,,0,,0.0081264092,29.846427
125,0,6517,931,3u1t_MLI_A_351,0,surfdock,False,False,,,,,0,,0.99667549,2.1334625
126,0,2446,349,1q20_PLO_A_401,3,diffdock_l,False,False,,,,,0,,0.01736432,19.882455
127,0,4887,698,2nz5_226_B_432,1,unimol,False,False,,,,,0,,0.97319403,20.12
128,0,1707,243,1l5o_NCN_A_991,6,smina,False,False,,,,,0,,0,4.2716739
129,0,7676,1096,4cld_JUO_D_1270,4,gnina,False,False,,,,,0,,0.0016900192,3.4561772
130,0,651,93,1fuy_FIP_A_269,0,surfdock,False,False,,,,,0,,0,3.7793622
131,0,16588,2369,6q4k_HHW_A_302,5,autodock,False,False,,,,,0,,0,6.6669689
132,0,4129,589,2e56_MYR_A_501,6,smina,False,False,,,,,0,,1.476801e-08,4.6607215
133,0,15166,2166,6f6a_CU5_A_301,4,gnina,False,False,,,,,0,,5.0960845e-06,4.0754591
134,0,6780,968,3vq5_MMJ_B_307,4,gnina,False,False,,,,,0,,0.13876908,2.5218684
135,0,20,2,1a49_OXL_A_533,6,smina,False,False,,,,,0,,4.3796092e-05,0.74133918
136,0,6304,900,3ro7_TDR_A_300,4,gnina,False,False,,,,,0,,0.04408724,1.3088778
137,0,1492,213,1jyw_147_A_2001,1,unimol,False,False,,,,,0,,0.96233771,34.58
138,0,14022,2003,5w3k_9TY_A_401,1,unimol,False,False,,,,,0,,0.9492589,20.15
139,0,10058,1436,4rql_SNE_B_502,6,smina,False,False,,,,,0,,0,0.6109382
140,0,4962,708,2ot7_OGA_A_500,6,smina,False,False,,,,,0,,0.64262793,1.1268018
141,0,4817,688,2nry_STU_B_502,1,unimol,False,False,,,,,0,,0.92595381,22.3
142,0,256,36,1ca7_ENO_C_701,4,gnina,False,False,,,,,0,,0.95822014,2.3525254
143,0,4156,593,2eb5_OXL_B_2002,5,autodock,False,False,,,,,0,,0.069881934,6.5947506
144,0,16571,2367,6po9_OS7_A_803,2,diffdock,False,False,,,,,0,,0,47.888014
145,0,6751,964,3vnm_SDD_D_301,3,diffdock_l,False,False,,,,,0,,0,32.00124
146,0,1682,240,1kya_XYD_D_814,2,diffdock,False,False,,,,,0,,0,21.565846
147,0,16435,2347,6ooi_PGA_B_301,6,smina,False,False,,,,,0,,0.071158905,1.1045404
148,0,4589,655,2iht_TPP_A_600,4,gnina,False,False,,,,,0,,0.88359018,10.768545
149,0,14543,2077,5zge_ZZ7_B_302,4,gnina,False,False,,,,,0,,0.95815713,4.560066
150,0,13931,1990,5vrj_R07_A_204,1,unimol,False,False,,,,,0,,0.81204554,25.75
151,0,9891,1413,4qxc_OGA_C_600,0,surfdock,False,False,,,,,0,,0,2.7186117
152,0,10459,1494,4x36_CHT_A_409,1,unimol,False,False,,,,,0,,0.97188093,17.76
153,0,723,103,1g8z_GAL_F_104,2,diffdock,False,False,,,,,0,,6.3816835e-59,15.584422
154,0,921,131,1h1m_KMP_A_1360,4,gnina,False,False,,,,,0,,0.98710826,4.8766871
155,0,1155,165,1h8p_PC_B_1111,0,surfdock,False,False,,,,,0,,0,2.5585804
156,0,12784,1826,5jg5_EVF_B_302,2,diffdock,False,False,,,,,0,,7.2312408e-22,15.504592
157,0,13488,1926,5tch_MLI_C_301,6,smina,False,False,,,,,0,,0.94418383,0.74870639
158,0,15452,2207,6gxk_FFW_B_402,3,diffdock_l,False,False,,,,,0,,6.5161296e-56,33.125056
159,0,5004,714,2pir_DHT_A_931,6,smina,False,False,,,,,0,,0,1.6167161
160,0,10076,1439,4tq4_DMA_A_403,3,diffdock_l,False,False,,,,,0,,1.5143913e-53,30.028645
161,0,1868,266,1m3u_KPL_I_265,6,smina,False,False,,,,,0,,0.39089578,1.1327087
162,0,981,140,1h48_CDI_D_201,1,unimol,False,False,,,,,0,,0.91815537,17.56
163,0,15566,2223,6hmw_FUL_J_201,5,autodock,False,False,,,,,0,,0.92563913,10.488045
164,0,17362,2480,6uzr_QM1_B_301,2,diffdock,False,False,,,,,0,,0.99589361,27.28182
165,0,2988,426,1u6r_IOM_B_1601,6,smina,False,False,,,,,0,,0,1.0428401
166,0,2525,360,1qxa_GLY_B_245,5,autodock,False,False,,,,,0,,0,5.4825919
167,0,807,115,1gz5_G6P_A_901,2,diffdock,False,False,,,,,0,,0,47.515295
168,0,2378,339,1pr6_XYA_B_1246,5,autodock,False,False,,,,,0,,0.11671545,13.080052
169,0,13163,1880,5n63_8OW_A_401,3,diffdock_l,False,False,,,,,0,,0.99613699,23.997547
170,0,8158,1165,4e7v_CRS_Q_101,3,diffdock_l,False,False,,,,,0,,0.23367419,20.363731
171,0,10157,1451,4uc9_ASP_B_1300,0,surfdock,False,False,,,,,0,,0,3.2400434
172,0,5041,720,2prl_R2C_A_400,1,unimol,False,False,,,,,0,,0.98716578,24.36
173,0,1875,267,1m3u_KPL_J_265,6,smina,False,False,,,,,0,,0.25874524,1.0062959
174,0,970,138,1h48_CDI_B_902,4,gnina,False,False,,,,,0,,0.96092771,2.5242741
175,0,15584,2226,6hpx_GKQ_A_205,2,diffdock,False,False,,,,,0,,0,16.309546
176,0,10168,1452,4uc9_ASP_C_1300,4,gnina,False,False,,,,,0,,2.171486e-05,4.2822951
177,0,6273,896,3r3z_GOA_C_305,1,unimol,False,False,,,,,0,,0.96495594,24.58
178,0,15740,2248,6jyg_FLC_A_401,4,gnina,False,False,,,,,0,,0.51718771,13.054833
179,0,719,102,1g8z_GAL_D_104,5,autodock,False,False,,,,,0,,1.3857291e-05,9.5407565
180,1,168,24,1axg_ETF_C_404,0,surfdock,True,True,1.0491814,1.4012551,1.4290507,0,17622,18488.674,0.99069673,2.1600829
181,1,8099,1157,4dwv_PFB_A_378,0,surfdock,True,True,1.0445956,1.3394321,2.1299598,0,17622,18407.864,0.99004499,2.7794535
182,1,4522,646,2gzm_DGL_C_503,0,surfdock,True,False,1.0437487,1.2620122,3.1439245,0,17622,18392.94,0,2.6148527
183,1,4956,708,2ot7_OGA_A_500,0,surfdock,True,True,0.91954354,1.3103661,2.4896955,0,17622,16204.196,0.99467675,2.7214344
184,1,17360,2480,6uzr_QM1_B_301,0,surfdock,True,True,0.70372498,1.2848066,2.8254802,0,17622,12401.042,0.017598742,2.9867938
185,1,7210,1030,4a78_JZ3_A_1296,0,surfdock,True,True,0.70255436,1.4295434,1.1310664,0,17622,12380.413,0.24517586,2.3431542
186,1,6523,931,3u1t_MLI_A_351,6,smina,True,True,0.67651484,1.4422038,1.0038152,0,17622,11921.544,3.2828902e-06,0.67679603
187,1,8336,1190,4fxr_BMP_B_301,6,smina,True,True,0.67371917,1.3445411,2.0631387,0,17622,11872.279,0,2.9453205
188,1,9309,1329,4lz3_BTM_A_409,6,smina,True,True,0.66779606,1.3910994,1.5316503,0,17622,11767.902,0,1.4009039
189,1,9960,1422,4r2n_PLP_B_401,6,smina,True,True,0.66641295,1.3303128,2.2336555,0,17622,11743.529,0.98065689,6.1945054
190,1,15247,2178,6fld_NAG_A_602,1,unimol,True,False,0.66322981,1.016106,7.9221792,0,17622,11687.436,0.71453914,19.94
191,1,11845,1692,5fe4_5WY_B_904,1,unimol,True,False,0.66322981,1.0434732,7.2129498,0,17622,11687.436,0.99050938,13.98
192,1,6301,900,3ro7_TDR_A_300,1,unimol,True,False,0.66322981,1.0916591,6.1051135,0,17622,11687.436,0,15.77
193,1,6777,968,3vq5_MMJ_B_307,1,unimol,True,False,0.66322981,0.99006652,8.6270075,0,17622,11687.436,0.99671805,19.8
194,1,8975,1282,4jm8_26D_A_302,1,unimol,True,False,0.66322981,1.1007615,5.9079456,0,17622,11687.436,0.99634861,20.95
195,1,13525,1932,5tde_2HP_B_901,1,unimol,True,False,0.66322981,1.0953481,6.0182934,0,17622,11687.436,0.94388161,19.98
196,1,253,36,1ca7_ENO_C_701,1,unimol,True,False,0.66322981,1.0008427,8.3086023,0,17622,11687.436,0.90243739,16.62
197,1,722,103,1g8z_GAL_F_104,1,unimol,True,False,0.66322981,1.0329487,7.4335647,0,17622,11687.436,0.97660964,18.35
198,1,8674,1239,4i4v_NGA_B_201,1,unimol,True,False,0.66322981,0.99606923,8.4149189,0,17622,11687.436,0.95332484,17.58
199,1,603,86,1fp2_HMO_A_2000,1,unimol,False,True,0.66322981,1.268869,1.7762272,0,17622,11687.436,0.92100725,20.05
200,1,3704,529,227l_BNZ_A_169,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.99278316,16.26
201,1,4285,612,2fc0_DGP_A_239,1,unimol,False,True,0.66322981,1.2861501,1.568258,0,17622,11687.436,0,18.09
202,1,5237,748,2qim_ZEA_A_159,1,unimol,False,True,0.66322981,1.320943,1.1717894,0,17622,11687.436,0.97675144,14.74
203,1,5244,749,2qim_ZEA_A_160,1,unimol,False,True,0.66322981,1.3276852,1.0982007,0,17622,11687.436,0.99004032,22.36
204,1,5251,750,2qim_ZEA_A_161,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.47978796,17.78
205,1,5258,751,2qim_ZEA_A_162,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0,23.7
206,1,5860,837,2xya_7L4_A_1181,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.97457555,21
207,1,6126,875,2zvq_1NP_X_501,1,unimol,False,True,0.66322981,1.2751306,1.699984,0,17622,11687.436,0.064714539,19.97
208,1,6469,924,3tky_N7I_A_369,1,unimol,False,True,0.66322981,1.3236624,1.1419867,0,17622,11687.436,0.96752933,23.19
209,1,6476,925,3tky_N7I_C_369,1,unimol,False,True,0.66322981,1.3191273,1.191782,0,17622,11687.436,0.98836349,23.72
210,1,8492,1213,4hez_1MZ_A_302,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.98590196,18.1
211,1,8499,1214,4hez_1MZ_A_304,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.80111648,14.98
212,1,8506,1215,4hez_1MZ_A_306,1,unimol,False,True,0.66322981,1.3304913,1.0678695,0,17622,11687.436,0.99592302,16.73
213,1,8513,1216,4hez_1MZ_A_307,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.78738104,21.07
214,1,8520,1217,4hgg_SYN_A_502,1,unimol,False,True,0.66322981,1.275991,1.6895866,0,17622,11687.436,0.86131549,20.95
215,1,8527,1218,4hgg_SYN_B_502,1,unimol,False,True,0.66322981,1.275991,1.6895866,0,17622,11687.436,0.94275026,19.28
216,1,8968,1281,4jhh_H35_A_201,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0,18.35
217,1,9143,1306,4kwk_CSS_A_302,1,unimol,False,True,0.66322981,1.2985822,1.4232831,0,17622,11687.436,0,19.68
218,1,9150,1307,4kwl_3SS_A_302,1,unimol,False,True,0.66322981,1.2679375,1.787658,0,17622,11687.436,0.99136081,18.31
219,1,9178,1311,4l80_OXL_A_402,1,unimol,False,True,0.66322981,1.3065194,1.3326771,0,17622,11687.436,0.92323582,20.01
220,1,9185,1312,4l80_OXL_B_402,1,unimol,False,True,0.66322981,1.3065194,1.3326771,0,17622,11687.436,0.95583577,24.06
221,1,9192,1313,4l80_OXL_C_402,1,unimol,False,True,0.66322981,1.3065194,1.3326771,0,17622,11687.436,0.9239691,28.99
222,1,9199,1314,4l80_OXL_E_402,1,unimol,False,True,0.66322981,1.3065194,1.3326771,0,17622,11687.436,0.96785202,32.99
223,1,9206,1315,4l80_OXL_F_402,1,unimol,False,True,0.66322981,1.3065194,1.3326771,0,17622,11687.436,0.93433118,53
224,1,9626,1375,4nr9_ALY_A_2005,1,unimol,False,True,0.66322981,1.3169172,1.2162174,0,17622,11687.436,0.98503991,33.47
225,1,9780,1397,4pik_MAN_A_501,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.96623289,19.48
226,1,9787,1398,4pik_MAN_A_502,1,unimol,False,True,0.66322981,1.33647,1.0038152,0,17622,11687.436,0.97879827,17.9
227,1,9794,1399,4pik_MAN_B_503,1,unimol,False,True,0.66322981,1.3332767,1.0379305,0,17622,11687.436,0.97859407,17.61
228,1,9801,1400,4pik_MAN_D_503,1,unimol,False,True,0.66322981,1.3332767,1.0379305,0,17622,11687.436,0.97858034,17.81
229,1,10494,1499,4xfh_CYS_A_502,1,unimol,False,True,0.66322981,1.2713119,1.7463608,0,17622,11687.436,0.81774772,14.34
230,2,2521,360,1qxa_GLY_B_245,1,unimol,True,False,0.75597064,0.96039834,8.9245768,0,17572,13283.916,0.01303997,26.37
231,2,5545,792,2vkg_CF4_A_1064,1,unimol,True,False,0.75597064,0.95419216,9.1068907,0,17572,13283.916,0,24.17
232,2,11999,1714,5fzn_FB2_A_1615,1,unimol,False,True,0.74023981,1.3369888,1.0675203,0,17572,13007.494,0.99330165,19.66
233,2,12909,1844,5kjw_53C_B_800,1,unimol,False,True,0.74023981,1.2550327,1.949131,0,17572,13007.494,0.99665836,18.33
234,2,15565,2223,6hmw_FUL_J_201,4,gnina,False,True,0.69011345,1.1894504,1.6281172,0,17572,12126.674,0.041902257,2.3807805
235,2,11659,1665,5eo7_SFU_C_401,4,gnina,False,True,0.68915247,1.1823101,1.7128388,0,17572,12109.787,0.86090734,2.6247865
236,2,16584,2369,6q4k_HHW_A_302,1,unimol,True,False,0.75597064,0.8967502,10.982266,0,15927,12040.344,0.97261115,17.04
237,2,11131,1590,5b4o_6DQ_B_201,1,unimol,True,False,0.75597064,0.86023668,12.38212,0,14127,10679.597,0.98808155,17.19
238,2,8509,1215,4hez_1MZ_A_306,4,gnina,False,True,0.60274322,1.2012827,1.4836603,0,17572,10591.404,1.0054297e-06,1.3454882
239,2,8495,1213,4hez_1MZ_A_302,4,gnina,False,True,0.59698811,1.2091229,1.3836735,0,17572,10490.275,2.7716504e-08,1.679497
240,2,12782,1826,5jg5_EVF_B_302,0,surfdock,False,True,0.57340811,1.1942743,1.5291638,0,17572,10075.927,0,2.3962052
241,2,13363,1909,5ooa_URI_A_201,0,surfdock,False,True,0.57340811,1.2355519,1.0675203,0,17572,10075.927,0.98805986,3.1419623
242,2,967,138,1h48_CDI_B_902,1,unimol,True,False,1.0001099,0.75745385,17.664131,0,9902,9903.0881,0.96987863,16.88
243,2,721,103,1g8z_GAL_F_104,0,surfdock,False,True,0.55858299,1.1784589,1.6996899,0,17572,9815.4203,0.98978258,2.3111142
244,2,11180,1597,5bwd_FUM_A_901,1,unimol,True,False,0.75597064,0.8333685,13.538384,0,12920,9767.1407,0,18.69
245,2,9869,1409,4qck_ASD_A_404,6,smina,False,True,0.54268543,1.2028429,1.4105304,0,17572,9536.0684,0,1.3754795
246,2,8322,1188,4fra_GAL_A_402,6,smina,False,True,0.54245174,1.2049775,1.3852193,0,17572,9531.9619,4.1850984e-06,1.0584717
247,2,966,138,1h48_CDI_B_902,0,surfdock,False,True,0.52415473,1.1777661,1.695732,0,17572,9210.4469,0.90556716,3.0130402
248,2,13524,1932,5tde_2HP_B_901,0,surfdock,False,True,0.51849345,1.1974937,1.4574094,0,17572,9110.9669,0.9961562,2.1390357
