query_order,round,flat_index,row_index,row_label,algorithm_index,algorithm,proposed_by_mu,proposed_by_ca,utility,cost_acquisition,predicted_runtime_mean,predicted_runtime_sd,affordable_repetitions,projected_gain,score,runtime
1,0,8948,1278,4kp7_1UQ_B_502,2,diffdock,False,False,,,,,0,,0,32.79075
2,0,2243,320,1q4g_BFL_A_701,3,diffdock_l,False,False,,,,,0,,0.99524403,39.68095
3,0,9855,1407,4rkz_3S4_B_401,6,smina,False,False,,,,,0,,0.2163614,1.9472618
4,0,15402,2200,6g5q_EMZ_B_402,2,diffdock,False,False,,,,,0,,0,24.584827
5,0,1179,168,1j0y_BGC_B_2601,3,diffdock_l,False,False,,,,,0,,0,30.085219
6,0,8699,1242,4i9n_1E6_C_401,5,autodock,False,False,,,,,0,,0.92466044,13.269369
7,0,646,92,1gij_2PU_A_501,2,diffdock,False,False,,,,,0,,0.55704148,26.836594
8,0,17286,2469,6tt4_FT8_B_711,3,diffdock_l,False,False,,,,,0,,0.81792636,52.543422
9,0,12083,1726,5gto_MYR_A_502,1,unimol,False,False,,,,,0,,0.91446168,24.16
10,0,4373,624,2ij7_TPF_F_2474,5,autodock,False,False,,,,,0,,0,8.5207395
11,0,1680,240,1m9j_CLW_A_906,0,surfdock,False,False,,,,,0,,0.0010600658,2.3760469
12,0,10136,1448,4v3w_E2Z_B_800,0,surfdock,False,False,,,,,0,,0.19068595,3.4885331
13,0,17662,2523,6zjw_GAL_A_1102,1,unimol,False,False,,,,,0,,0.99699921,17.72
14,0,4528,646,2npq_BOG_A_2000,6,smina,False,False,,,,,0,,0,5.0141041
15,0,8330,1190,4h9x_HL4_B_404,0,surfdock,False,False,,,,,0,,0.54444563,2.9399289
16,0,3046,435,1xuz_PEP_A_2001,1,unimol,False,False,,,,,0,,0.84420816,22.81
17,0,14416,2059,5ybp_AKG_A_302,3,diffdock_l,False,False,,,,,0,,4.2929832e-48,39.667867
18,0,2190,312,1pvc_ILE_0_7,6,smina,False,False,,,,,0,,0,12.443189
19,0,7879,1125,4dch_GLC_A_501,4,gnina,False,False,,,,,0,,0.96669289,1.7665904
20,0,7632,1090,4cme_KTZ_B_1270,2,diffdock,False,False,,,,,0,,0,30.149476
21,0,1710,244,1mmy_G6D_A_348,2,diffdock,False,False,,,,,0,,0.8109582,25.171521
22,0,551,78,1fwn_PEP_B_2268,5,autodock,False,False,,,,,0,,0.0020669718,7.4859012
23,0,17735,2533,7c7g_FJR_B_402,4,gnina,False,False,,,,,0,,0.0037554411,3.4803722
24,0,5812,830,2z48_NGA_A_1003,2,diffdock,False,False,,,,,0,,0,27.871725
25,0,5479,782,2whq_HI6_A_1543,5,autodock,False,False,,,,,0,,0,15.628732
26,0,17627,2518,6zi7_QR8_C_502,1,unimol,False,False,,,,,0,,0.92444065,25.15
27,0,640,91,1gey_PPE_A_413,3,diffdock_l,False,False,,,,,0,,0,29.092622
28,0,13704,1957,5uio_8DM_E_202,5,autodock,False,False,,,,,0,,0,20.320578
29,0,6906,986,3wwc_BUA_A_403,4,gnina,False,False,,,,,0,,3.367669e-05,1.4521994
30,0,17457,2493,6vv9_RQ1_B_304,6,smina,False,False,,,,,0,,7.5524823e-10,6.8858042
31,0,9823,1403,4rii_TYD_A_401,2,diffdock,False,False,,,,,0,,0,42.858259
32,0,5549,792,2x0u_X0U_B_1291,5,autodock,False,False,,,,,0,,0,11.576235
33,0,7373,1053,4bux_F35_A_2166,2,diffdock,False,False,,,,,0,,0.99025789,34.586309
34,0,15792,2256,6jyg_FLC_D_401,0,surfdock,False,False,,,,,0,,0.88282996,2.860752
35,0,13678,1954,5uda_CAE_B_502,0,surfdock,False,False,,,,,0,,0.50867144,2.2577718
36,0,13736,1962,5unr_8EV_A_803,2,diffdock,False,False,,,,,0,,0,47.154343
37,0,17718,2531,7bzm_GIM_B_501,1,unimol,False,False,,,,,0,,0.8692706,23.77
38,0,15250,2178,6fld_NAG_A_602,4,gnina,False,False,,,,,0,,2.2550837e-08,2.0782875
39,0,16515,2359,6pmv_M16_B_803,2,diffdock,False,False,,,,,0,,0,39.348782
40,0,2901,414,1w55_GPP_A_1374,3,diffdock_l,False,False,,,,,0,,0,20.587781
41,0,9851,1407,4rkz_3S4_B_401,2,diffdock,False,False,,,,,0,,0,25.308765
42,0,7381,1054,4bux_F35_C_2165,3,diffdock_l,False,False,,,,,0,,5.1245637e-46,27.671953
43,0,13734,1962,5unr_8EV_A_803,0,surfdock,False,False,,,,,0,,0,3.6286556
44,0,10544,1506,4zb2_FRU_A_404,2,diffdock,False,False,,,,,0,,0,22.104799
45,0,6319,902,3tky_N7I_C_369,5,autodock,False,False,,,,,0,,0,77.364646
46,0,3427,489,2a9z_26A_A_1002,4,gnina,False,False,,,,,0,,0.97359999,4.0752722
47,0,5585,797,2xhk_AKG_B_519,6,smina,False,False,,,,,0,,0.00042350863,1.1945872
48,0,6329,904,3tye_XHP_B_901,1,unimol,False,False,,,,,0,,0.99357731,19.36
49,0,8978,1282,4kqx_HIO_B_401,4,gnina,False,False,,,,,0,,0.44556243,2.278171
50,0,2936,419,1wq4_TYR_A_501,3,diffdock_l,False,False,,,,,0,,0.99658159,18.537147
51,0,174,24,1bqp_MAN_B_401,6,smina,False,False,,,,,0,,0.99227775,0.76984829
52,0,7727,1103,4cx6_Q16_B_800,6,smina,False,False,,,,,0,,7.5478345e-09,8.1845856
53,0,17784,2540,7kjg_BTM_A_406,4,gnina,False,False,,,,,0,,0,2.6408739
54,0,7729,1104,4cxr_2BG_A_502,1,unimol,False,False,,,,,0,,0.9942728,21.35
55,0,1158,165,1ixo_G3P_D_1004,3,diffdock_l,False,False,,,,,0,,2.6127101e-63,16.287182
56,0,5618,802,2xta_TPP_D_2001,4,gnina,False,False,,,,,0,,0,17.64348
57,0,9228,1318,4mig_G3F_B_802,2,diffdock,False,False,,,,,0,,0.99259036,45.647319
58,0,11428,1632,5dz2_212_A_404,4,gnina,False,False,,,,,0,,0.0098241803,2.7116954
59,0,5118,731,2r3d_ACM_A_303,1,unimol,False,False,,,,,0,,0.99277008,19.43
60,0,1695,242,1mmx_FUC_A_348,1,unimol,False,False,,,,,0,,0.95600972,18.56
61,0,353,50,1e26_GPB_A_208,3,diffdock_l,False,False,,,,,0,,0.66423868,29.655373
62,0,7212,1030,4al9_GLA_A_1123,2,diffdock,False,False,,,,,0,,0,18.66469
63,0,14774,2110,6ba2_7KM_A_809,4,gnina,False,False,,,,,0,,4.6528061e-10,5.1770765
64,0,10073,1439,4ur9_BK9_B_1717,0,surfdock,False,False,,,,,0,,0.0012290962,2.4876347
65,0,16259,2322,6ng5_KMD_B_803,5,autodock,False,False,,,,,0,,0,5.9982502
66,0,12817,1831,5kf2_COA_A_401,0,surfdock,False,False,,,,,0,,0.91137968,3.6807374
67,0,2332,333,1rvt_NDG_H_742,1,unimol,False,False,,,,,0,,0,22.22
68,0,5005,715,2qim_ZEA_A_159,0,surfdock,False,False,,,,,0,,0.99028936,3.3746808
69,0,8211,1173,4g1x_TQU_A_410,0,surfdock,False,False,,,,,0,,0.9971105,2.9202168
70,0,10713,1530,4zu3_4SD_B_302,3,diffdock_l,False,False,,,,,0,,0,25.925771
71,0,6099,871,3qwi_CUE_D_272,2,diffdock,False,False,,,,,0,,1.8793225e-47,42.716908
72,0,9326,1332,4n36_2F8_B_401,2,diffdock,False,False,,,,,0,,0,22.753912
73,0,8431,1204,4hrq_AZG_A_201,3,diffdock_l,False,False,,,,,0,,1.6833281e-28,17.853835
74,0,11784,1683,5fiu_Y3J_B_1299,3,diffdock_l,False,False,,,,,0,,0,37.408917
75,0,9881,1411,4rql_SNE_B_502,4,gnina,False,False,,,,,0,,0.40531124,3.1921436
76,0,12841,1834,5kjz_PCG_A_401,3,diffdock_l,False,False,,,,,0,,0.91549517,52.628603
77,0,16296,2328,6nhd_KNV_A_803,0,surfdock,False,False,,,,,0,,0.97458954,2.6762011
78,0,8675,1239,4i9n_1E5_H_402,2,diffdock,False,False,,,,,0,,1.9234088e-49,52.438082
79,0,1932,276,1o2i_655_A_246,0,surfdock,False,False,,,,,0,,0.99334405,2.6354764
80,0,1107,158,1itw_ICT_B_744,1,unimol,False,False,,,,,0,,0.92113103,27.39
81,0,7775,1110,4d06_X8W_D_303,5,autodock,False,False,,,,,0,,2.2269946e-08,9.9044963
82,0,8316,1188,4h9g_14J_A_512,0,surfdock,False,False,,,,,0,,0.0034863285,2.1677524
83,0,8517,1216,4i02_CMP_F_301,5,autodock,False,False,,,,,0,,0,13.741276
84,0,1377,196,1kbq_936_B_704,5,autodock,False,False,,,,,0,,0,9.533976
85,0,16157,2308,6mwl_K5G_B_301,1,unimol,False,False,,,,,0,,0.97405846,20.55
86,0,5423,774,2w7k_PLP_A_501,5,autodock,False,False,,,,,0,,1.9439347e-06,9.5577265
87,0,8217,1173,4g1x_TQU_A_410,6,smina,False,False,,,,,0,,0,1.3254339
88,0,16402,2343,6ofr_BOG_A_802,1,unimol,False,False,,,,,0,,0.97883327,22.32
89,0,7647,1092,4cme_KTZ_D_1270,3,diffdock_l,False,False,,,,,0,,0,28.001163
90,0,11184,1597,5cjn_52F_A_809,5,autodock,False,False,,,,,0,,0,17.28675
91,0,13042,1863,5mdh_MAK_B_335,1,unimol,False,False,,,,,0,,0.50144035,18.72
92,0,13482,1926,5tdt_MBN_A_502,0,surfdock,False,False,,,,,0,,0,2.2099794
93,0,1197,171,1j3i_UMP_D_711,0,surfdock,False,False,,,,,0,,0.98312368,3.5666614
94,0,2542,363,1tkh_DPN_A_913,1,unimol,False,False,,,,,0,,0,18.27
95,0,9303,1329,4mr8_2BW_A_507,0,surfdock,False,False,,,,,0,,0,3.0156429
96,0,15967,2281,6l86_LMR_D_302,0,surfdock,False,False,,,,,0,,0.95079546,2.5796829
97,0,9863,1409,4rm3_FOA_B_1000,0,surfdock,False,False,,,,,0,,0.98819616,2.2897393
98,0,215,30,1ca7_ENO_C_701,5,autodock,False,False,,,,,0,,0.96444004,21.631828
99,0,1444,206,1knu_YPA_A_1001,2,diffdock,False,False,,,,,0,,0,32.756806
100,0,11485,1640,5edh_5MF_A_803,5,autodock,False,False,,,,,0,,0,115.89019
101,0,6959,994,3zcm_PX3_B_1216,1,unimol,False,False,,,,,0,,0,25.12
102,0,17590,2512,6yaw_P9H_B_502,6,smina,False,False,,,,,0,,0.69172576,18.197718
103,0,13365,1909,5syi_NIZ_B_805,2,diffdock,False,False,,,,,0,,0,37.172345
104,0,8874,1267,4jwx_1N4_A_301,5,autodock,False,False,,,,,0,,0,90.984802
105,0,16477,2353,6ooi_PGA_F_301,6,smina,False,False,,,,,0,,0.58604062,1.142049
106,0,3146,449,1z4k_T3P_A_4341,3,diffdock_l,False,False,,,,,0,,1.5070803e-06,15.901341
107,0,14342,2048,5yaq_ISE_D_402,6,smina,False,False,,,,,0,,0.08979739,1.0030998
108,0,2225,317,1q20_PLO_A_401,6,smina,False,False,,,,,0,,0,1.5976871
109,0,2324,332,1rum_BEZ_H_1601,0,surfdock,False,False,,,,,0,,0.98712959,2.4060336
110,0,12832,1833,5kjw_53C_B_800,1,unimol,False,False,,,,,0,,0.99665836,18.33
111,0,5890,841,2zgw_BTN_A_1401,3,diffdock_l,False,False,,,,,0,,0,21.755217
112,0,11135,1590,5cfw_53W_A_201,5,autodock,False,False,,,,,0,,0,11.761526
113,0,6184,883,3ryd_SRT_A_267,3,diffdock_l,False,False,,,,,0,,8.2704008e-35,20.657717
114,0,11848,1692,5fli_QUE_H_301,4,gnina,False,False,,,,,0,,0,9.601525
115,0,7857,1122,4d96_5PA_C_402,3,diffdock_l,False,False,,,,,0,,0,44.107631
116,0,7245,1035,4aql_TXC_A_1452,0,surfdock,False,False,,,,,0,,0,3.8844085
117,0,9954,1422,4u8p_UDP_C_603,0,surfdock,False,False,,,,,0,,0.97078699,2.6824547
118,0,10625,1517,4zjz_BEZ_A_1001,6,smina,False,False,,,,,0,,7.4747403e-08,0.69587525
119,0,13528,1932,5thu_GGG_B_405,4,gnina,False,False,,,,,0,,5.5683206e-07,3.6328798
120,0,14998,2142,6dl7_ONC_F_301,4,gnina,False,False,,,,,0,,0,6.3816275
121,0,11660,1665,5ezp_IPJ_A_201,5,autodock,False,False,,,,,0,,0,8.8042411
122,0,10293,1470,4x36_CHT_A_412,3,diffdock_l,False,False,,,,,0,,2.0650617e-26,9.0773542
123,0,8105,1157,4ek1_CAM_A_502,6,smina,False,False,,,,,0,,0,0.78740985
124,0,13900,1985,5vv5_9OJ_B_803,5,autodock,False,False,,,,,0,,2.9443168e-10,6.0266488
125,0,6517,931,3vc3_C6P_E_501,0,surfdock,False,False,,,,,0,,0.95757499,4.2312206
126,0,2446,349,1syf_THP_A_180,3,diffdock_l,False,False,,,,,0,,1.1521938e-10,12.606806
127,0,4887,698,2qb4_DSM_A_802,1,unimol,False,False,,,,,0,,0.97583341,18.78
128,0,1707,243,1mmx_FUC_B_348,6,smina,False,False,,,,,0,,0.99457609,0.66029852
129,0,7676,1096,4cmk_FQW_D_1270,4,gnina,False,False,,,,,0,,0.004571419,4.5179852
130,0,651,93,1gim_HDA_A_438,0,surfdock,False,False,,,,,0,,0,2.3985263
131,0,16588,2369,6pvi_OZ7_A_501,5,autodock,False,False,,,,,0,,0,506.04111
132,0,4129,589,2fyd_NGA_B_404,6,smina,False,False,,,,,0,,1.8509693e-05,1.3145725
133,0,15166,2166,6f76_CVK_B_203,4,gnina,False,False,,,,,0,,2.4457992e-09,5.821548
134,0,6780,968,3wk1_O7E_A_301,4,gnina,False,False,,,,,0,,0.98950946,3.1590527
135,0,20,2,1a49_OXL_D_2333,6,smina,False,False,,,,,0,,2.9561683e-05,0.70891272
136,0,6304,900,3tky_N7I_A_369,4,gnina,False,False,,,,,0,,0,4.0179039
137,0,1492,213,1kya_XYD_B_612,1,unimol,False,False,,,,,0,,0.9752551,22.22
138,0,14022,2003,5wgr_PM7_A_712,1,unimol,False,False,,,,,0,,0.98458436,24.32
139,0,10058,1436,4uoc_NCN_B_400,6,smina,False,False,,,,,0,,0,3.7096357
140,0,4962,708,2qd4_CHD_B_926,6,smina,False,False,,,,,0,,0,3.6842691
141,0,4817,688,2pvy_ACP_D_802,1,unimol,False,False,,,,,0,,0.96954153,22.74
142,0,256,36,1d6u_HY1_A_2001,4,gnina,False,False,,,,,0,,0.99548726,3.365729
143,0,4156,593,2fzb_TOL_A_800,5,autodock,False,False,,,,,0,,0,8.0010472
144,0,16571,2367,6po9_OS7_B_804,2,diffdock,False,False,,,,,0,,0.0058285732,49.700956
145,0,6751,964,3wgc_PLG_A_401,3,diffdock_l,False,False,,,,,0,,0,43.990095
146,0,1682,240,1m9j_CLW_A_906,2,diffdock,False,False,,,,,0,,0,29.629686
147,0,16435,2347,6oha_XAN_A_501,6,smina,False,False,,,,,0,,0.98474906,0.83852701
148,0,4589,655,2nu7_COA_B_1325,4,gnina,False,False,,,,,0,,2.279036e-08,6.5098415
149,0,14543,2077,5zg2_ZK1_A_901,4,gnina,False,False,,,,,0,,0,4.851127
150,0,13931,1990,5vys_1YJ_A_301,1,unimol,False,False,,,,,0,,0.98434714,17.53
151,0,9891,1413,4tq4_DMA_B_403,0,surfdock,False,False,,,,,0,,0,3.0358262
152,0,10459,1494,4yu7_DHC_A_203,1,unimol,False,False,,,,,0,,0.12943757,19.83
153,0,723,103,1gz5_UDP_D_900,2,diffdock,False,False,,,,,0,,1.0493254e-69,55.642443
154,0,921,131,1h5r_THM_B_1293,4,gnina,False,False,,,,,0,,0.50497134,3.9880436
155,0,1155,165,1ixo_G3P_D_1004,0,surfdock,False,False,,,,,0,,0,2.6241529
156,0,12784,1826,5kcj_6RM_B_302,2,diffdock,False,False,,,,,0,,0.99295956,39.183266
157,0,13488,1926,5tdt_MBN_A_502,6,smina,False,False,,,,,0,,0.12084137,0.7317734
158,0,15452,2207,6gqk_F88_A_1001,3,diffdock_l,False,False,,,,,0,,4.133851e-35,41.173369
159,0,5004,714,2qhv_OC9_A_1001,6,smina,False,False,,,,,0,,0.80130958,1.3481386
160,0,10076,1439,4ur9_BK9_B_1717,3,diffdock_l,False,False,,,,,0,,5.2175772e-09,28.757393
161,0,1868,266,1ns4_BGC_B_2400,6,smina,False,False,,,,,0,,0.95397826,0.82664297
162,0,981,140,1hkn_N2M_C_4138,1,unimol,False,False,,,,,0,,0.98289347,17.54
163,0,15566,2223,6hnz_GH5_A_301,5,autodock,False,False,,,,,0,,0.97775031,13.811827
164,0,17362,2480,6uzr_QM1_B_301,2,diffdock,False,False,,,,,0,,0.99589361,27.28182
165,0,2988,426,1xc7_GL6_A_998,6,smina,False,False,,,,,0,,0.81519252,2.3580226
166,0,2525,360,1thc_FL9_B_130,5,autodock,False,False,,,,,0,,0.00018364857,11.707767
167,0,807,115,1h48_C5P_C_901,2,diffdock,False,False,,,,,0,,1.2344469e-28,37.059903
168,0,2378,339,1s5s_PG3_A_1,5,autodock,False,False,,,,,0,,0.56609449,6.709912
169,0,13163,1880,5nuk_Z80_A_201,3,diffdock_l,False,False,,,,,0,,0.00026436506,15.051347
170,0,8158,1165,4f06_PHB_A_401,3,diffdock_l,False,False,,,,,0,,0.99671067,18.594916
171,0,10157,1451,4wca_CIT_A_401,0,surfdock,False,False,,,,,0,,0,2.6219429
172,0,5041,720,2qs2_UBF_B_602,1,unimol,False,False,,,,,0,,0.98449707,21.65
173,0,1875,267,1nsm_GAL_A_1400,6,smina,False,False,,,,,0,,0.0082771604,0.79821843
174,0,970,138,1h8p_PC_B_1110,4,gnina,False,False,,,,,0,,0.36779961,1.7376522
175,0,15584,2226,6hpx_GKQ_A_205,2,diffdock,False,False,,,,,0,,0,16.309546
176,0,10168,1452,4wdd_CIT_A_401,4,gnina,False,False,,,,,0,,0.15536286,2.1186957
177,0,6273,896,3t3q_9PL_B_501,1,unimol,False,False,,,,,0,,0,23.38
178,0,15740,2248,6jme_ORO_A_402,4,gnina,False,False,,,,,0,,6.2110735e-05,2.1174152
179,0,719,102,1gz5_G6P_C_901,5,autodock,False,False,,,,,0,,3.0069225e-08,13.194912
180,1,8155,1165,4f06_PHB_A_401,0,surfdock,True,False,1.036007,0.95112806,2.2099476,0,17622,18256.516,0.98213379,2.5080761
181,2,2933,419,1wq4_TYR_A_501,0,surfdock,True,False,1.089345,0.93372273,2.6959329,0,17621,19195.349,0.98465747,2.8815535
182,3,2240,320,1q4g_BFL_A_701,0,surfdock,True,False,1.0862544,0.84139298,5.7620378,0,17620,19139.803,0.98606175,3.4801705
183,4,12838,1834,5kjz_PCG_A_401,0,surfdock,True,False,1,0.79359922,7.7789149,0,17619,17619,0.9532402,3.673476
184,5,17283,2469,6tt4_FT8_B_711,0,surfdock,True,False,1,0.81578152,6.7955689,0,17618,17618,0.43769216,3.9702784
185,6,350,50,1e26_GPB_A_208,0,surfdock,True,False,0.98202074,0.90162247,3.6649203,0,17617,17300.259,0.61697191,4.7087464
186,7,17360,2480,6uzr_QM1_B_301,0,surfdock,True,False,0.96791464,0.95856309,2.0426981,0,17616,17050.784,0.017598742,2.9867938
187,8,12788,1826,5kcj_6RM_B_302,6,smina,True,False,0.76973945,0.94839502,2.3161097,0,17615,13558.96,0,6.2626357
188,9,1401,200,1kep_TDX_A_3500,1,unimol,False,True,0.76325082,0.92602475,1.0447845,0,17614,13443.9,0,18.84
189,10,1702,243,1mmx_FUC_B_348,1,unimol,True,False,0.73498232,0.65880897,15.909142,0,17613,12945.244,0.92972479,18.7
190,11,169,24,1bqp_MAN_B_401,1,unimol,True,False,1.0000094,0.6769288,14.505207,0,17612,17612.166,0.96333196,23.29
191,12,16430,2347,6oha_XAN_A_501,1,unimol,True,False,1.000046,0.63610409,17.769936,0,17611,17611.811,0.08738534,19.61
192,13,3802,543,2d20_NPO_B_953,1,unimol,False,True,0.72809096,0.92529813,1.0725744,0,17610,12821.682,0.99162815,20.71
193,14,8863,1266,4jp3_CIT_A_301,1,unimol,False,True,0.73661722,0.92580499,1.0795219,0,17609,12971.093,0.95892052,18.13
194,15,218,31,1cdk_MYR_A_403,1,unimol,False,True,0.74358743,0.92531804,1.0864693,0,17608,13093.088,0,16.59
195,16,8807,1258,4j7u_YTZ_A_802,1,unimol,False,True,0.7209211,0.92539899,1.0934168,0,17607,12693.258,0.95988885,18.66
196,17,554,79,1g4s_TPS_A_2001,1,unimol,False,True,0.72797155,0.8996977,1.7499795,0,17606,12816.667,0.9833517,19.64
197,18,2745,392,1uqx_MMA_A_1116,1,unimol,False,True,0.73528725,0.90717493,1.5642258,0,17605,12944.732,0.92333776,22.96
198,19,11173,1596,5ci9_549_A_402,1,unimol,False,True,0.74052946,0.9181434,1.2938942,0,17604,13036.281,0.98041395,18.55
199,20,4607,658,2nz5_226_A_431,1,unimol,False,True,0.74702885,0.89797034,1.8146904,0,17603,13149.949,0.9844627,22.55
200,21,8877,1268,4jxh_HRC_A_301,1,unimol,False,True,0.75329184,0.88374458,2.2081439,0,17602,13259.443,0,23.48
201,22,8380,1197,4hez_1MZ_A_307,1,unimol,False,True,0.733844,0.87263433,2.5270293,0,17601,12916.388,0.78738104,21.07
202,23,11467,1638,5e4r_40E_A_504,1,unimol,False,True,0.73519378,0.88554945,2.1950231,0,17600,12939.411,0.94907426,25.37
203,24,223,31,1cdk_MYR_A_403,6,smina,False,True,0.65455225,0.85766237,1.1446759,0,17599,11519.465,0.66112392,0.56919767
204,25,1406,200,1kep_TDX_A_3500,6,smina,False,True,0.71473007,0.85768269,1.0169947,0,17598,12577.82,0.0012196359,0.6272378
205,26,2547,363,1tkh_DPN_A_913,6,smina,False,True,0.6636536,0.85770302,0.86321294,0,17597,11678.312,0.0077869709,1.9334245
206,27,0,0,19gs_BSP_B_210,0,surfdock,False,True,0.53876894,0.85320527,0.87144154,0,17596,9480.1783,0.0053721136,2.3537169
207,28,6259,894,3t2e_F6R_A_3469,1,unimol,False,True,0.74015165,0.85125467,2.9001069,0,17595,13022.968,0.89464447,26.13
208,29,15582,2226,6hpx_GKQ_A_205,0,surfdock,False,True,0.6252382,0.85013837,1.0770054,0,17594,11000.441,0.95569734,3.718744
209,30,3823,546,2dm5_ODI_A_312,1,unimol,False,True,0.7438299,0.84601204,3.0718098,0,17593,13086.199,0.96308835,17.76
210,31,680,97,1gsi_TMP_A_1210,1,unimol,False,True,0.74893665,0.84893632,2.985728,0,17592,13175.293,0,17.44
211,32,8862,1266,4jp3_CIT_A_301,0,surfdock,False,True,0.53940032,0.84917505,1.0488675,0,17591,9488.591,0,2.9394392
212,33,217,31,1cdk_MYR_A_403,0,surfdock,False,True,0.84829434,0.98354717,1.251538,0,17590,14921.497,0.97867701,2.2744141
213,34,679,97,1gsi_TMP_A_1210,0,surfdock,False,True,0.88263839,0.97142305,1.5521342,0,17589,15524.727,0.97981491,3.8479637
214,35,8156,1165,4f06_PHB_A_401,1,unimol,True,False,1.1109034,0.60892853,19.512657,0,16405,18224.371,0.99116736,19.7
215,36,1400,200,1kep_TDX_A_3500,0,surfdock,False,True,0.89597935,0.96424817,1.7346283,0,17587,15757.589,0.14504393,2.2374464
216,37,2934,419,1wq4_TYR_A_501,1,unimol,True,False,1.1185113,0.57571216,22.94805,0,13948,15600.995,0,14.01
217,38,16429,2347,6oha_XAN_A_501,0,surfdock,True,False,1.0007619,0.93885233,2.4256976,0,17585,17598.397,0.0021679904,2.247587
218,39,1681,240,1m9j_CLW_A_906,1,unimol,True,False,0.92180002,0.60704175,19.583345,0,16344,15065.9,0,22.73
219,40,17361,2480,6uzr_QM1_B_301,1,unimol,True,False,1.0008922,0.58728483,21.567581,0,14839,14852.239,0.98665208,21.53
220,41,10458,1494,4yu7_DHC_A_203,0,surfdock,False,True,0.81313539,0.92693376,2.6836555,0,17582,14296.546,0.43601167,2.4348103
221,42,2541,363,1tkh_DPN_A_913,0,surfdock,False,True,0.84446545,0.92401383,2.8164232,0,17581,14846.547,0,2.7876434
222,43,1688,241,1ml4_PAL_A_385,1,unimol,False,True,0.71218455,0.85706711,2.8076539,0,17580,12520.204,0.96753583,17.18
223,44,14519,2074,5z54_0HZ_D_303,1,unimol,False,True,0.71742073,0.84316321,3.2609103,0,17579,12611.539,0,25.18
224,45,10935,1562,5af9_SJR_H_1250,1,unimol,False,True,0.70316988,0.84527831,3.2004049,0,17578,12360.32,5.5768495e-07,21.26
225,46,17661,2523,6zjw_GAL_A_1102,0,surfdock,False,True,0.69436943,0.94169063,2.3268142,0,17577,12204.932,0.080685273,2.4234933
226,47,10934,1562,5af9_SJR_H_1250,0,surfdock,False,True,0.81929387,0.93947442,2.4305186,0,17576,14399.909,2.8190952e-07,3.0890524
227,48,2003,286,1ov5_2LP_A_403,1,unimol,False,True,0.68944342,0.86054934,2.7752233,0,17575,12116.968,0.99478198,16.45
228,49,4334,619,2i6p_4NP_A_401,1,unimol,False,True,0.69537137,0.84582823,3.2321188,0,17574,12220.457,0.90016554,20.66
229,50,14155,2022,5x86_TMP_B_207,1,unimol,False,True,0.69926759,0.84382775,3.2543178,0,17573,12288.229,0,21.51
230,51,8401,1200,4hmx_WUB_A_302,1,unimol,False,True,0.68627281,0.84318897,3.3399665,0,17572,12059.186,0,22.56
231,52,12831,1833,5kjw_53C_B_800,0,surfdock,False,True,0.67471864,0.94390935,2.2972574,0,17571,11855.481,0.99900078,2.4320079
232,53,2002,286,1ov5_2LP_A_403,0,surfdock,False,True,0.69432839,0.97034502,1.6731678,0,17570,12199.35,0.99352793,2.8286597
233,54,1687,241,1ml4_PAL_A_385,0,surfdock,False,True,0.6924948,0.96802533,1.7044464,0,17569,12166.441,0.98836746,3.2942324
234,55,8806,1258,4j7u_YTZ_A_802,0,surfdock,False,True,0.70108267,0.96035265,1.9040465,0,17568,12316.62,0.95283946,3.069864
235,56,3822,546,2dm5_ODI_A_312,0,surfdock,False,True,0.714223,0.95776329,1.9786019,0,17567,12546.755,0,2.9760139
236,57,553,79,1g4s_TPS_A_2001,0,surfdock,False,True,0.71643725,0.95074664,2.1694951,0,17566,12584.937,0.98867079,4.0188
237,58,1701,243,1mmx_FUC_B_348,0,surfdock,False,True,0.72015522,0.9460334,2.2857959,0,17565,12649.526,0.084803449,4.8287277
238,59,13930,1990,5vys_1YJ_A_301,0,surfdock,False,True,0.71874064,0.94001496,2.4563134,0,17564,12623.961,0.99314773,2.64742
239,60,16156,2308,6mwl_K5G_B_301,0,surfdock,False,True,0.7233913,0.93554215,2.5715282,0,17563,12704.921,0.98814662,6.7304599
240,61,4886,698,2qb4_DSM_A_802,0,surfdock,False,True,0.73522389,0.93143787,2.6897156,0,17562,12912.002,0.97363166,3.1255423
241,62,11172,1596,5ci9_549_A_402,0,surfdock,False,True,0.74810708,0.93038704,2.7281554,0,17561,13137.508,0.91531654,2.3774403
242,63,4333,619,2i6p_4NP_A_401,0,surfdock,False,True,0.70238286,0.92996284,2.7261658,0,17560,12333.843,0.96173383,2.6319467
243,64,980,140,1hkn_N2M_C_4138,0,surfdock,False,True,0.76659636,0.92765184,2.8372772,0,17559,13460.665,0.9783261,2.6297896
244,65,3801,543,2d20_NPO_B_953,0,surfdock,False,True,0.7814014,0.92706989,2.8601687,0,17558,13719.846,0.99645267,2.2700549
245,66,1694,242,1mmx_FUC_A_348,0,surfdock,False,True,0.7661016,0.92743677,2.8125639,0,17557,13450.446,0.12276465,2.4095924
246,67,4606,658,2nz5_226_A_431,0,surfdock,False,True,0.77748718,0.92454808,2.9253583,0,17556,13649.565,0.029638301,2.48304
247,68,168,24,1bqp_MAN_B_401,0,surfdock,False,True,0.68965167,0.92290059,2.8790936,0,17555,12106.835,0.97770897,2.4420043
248,69,7728,1104,4cxr_2BG_A_502,0,surfdock,False,True,0.78375792,0.92431827,2.9403317,0,17554,13758.087,0.99651084,2.716213
